6,Giro d'Italia: Simon Yates retains overall lead as Ecuador's Richard Carapaz wins stage,bbc-sport,Britain's Simon Yates continues to hold the overall lead as Ecuador's Richard Carapaz wins stage eight of the Giro d'Italia.,ObjectId(5af71c318bbcfc7f4b889671),,,,
6,Championship play-offs: Middlesbrough v Aston Villa,bbc-sport,Middlesbrough host Aston Villa in the first leg of their Championship play-off semi-final - follow live text coverage.,ObjectId(5af71c328bbcfc7f4b889675),,,,
6,County Championship - Pope resumes 131 not out,bbc-sport,"Follow live text, images and debate from day two from the latest round of County Championship fixtures.",ObjectId(5af71c338bbcfc7f4b889679),,,,
6,Shanghai Diamond League: Reece Prescod wins 100m with Justin Gatlin seventh,bbc-sport,Britain's Reece Prescod beats world champion Justin Gatlin to seal a shock 100m victory at the Shanghai Diamond League.,ObjectId(5af71c358bbcfc7f4b88967d),,,,
6,50 Great World Cup moments: Louis van Gaal's inspired goalkeeping substitution,bbc-sport,BBC Sport looks back on Louis van Gaal's inspired goalkeeping substitution just before the Netherlands' penalty shootout with Costa Rica in their 2014 World Cup quarter-final.,ObjectId(5af71c368bbcfc7f4b889680),,,,
6,Mikel Arteta: Ex-Arsenal midfielder one of options to replace Arsene Wenger,bbc-sport,Manchester City assistant coach Mikel Arteta is one of a number of options being considered by Arsenal as their new manager.,ObjectId(5af71c378bbcfc7f4b889684),,,,
6,Challenge Cup: Castleford Tigers 18-36 St Helens,bbc-sport,Ben Barba sends Super League leaders St Helens into the Challenge Cup quarter-finals with a hat-trick of tries at Castleford.,ObjectId(5af71c388bbcfc7f4b889688),,,,
9,Canada and Mexico Downplay Urgency to Reach Nafta Deal Next Week,bloomberg,"Lead Nafta negotiators from Canada and Mexico signaled they were in no rush to strike a deal on the trade pact by mid-May, saying instead that talks are progressing well with a series of challenges remaining after a week of high-level discussions in Washington.",ObjectId(5af71c398bbcfc7f4b88968b),,,,
9,North Korea Sets Date for Shutting Down Its Nuclear Test Site,bloomberg,North Korea has set the date to begin shutting down a major nuclear test site as it continues to pursue improved relations with the world.,ObjectId(5af71c3a8bbcfc7f4b88968f),,,,
9,Malaysia's Mahathir Says Enough Evidence to Reopen 1MDB Probe,bloomberg,"Malaysian Prime Minister Mahathir Mohamad said Saturday there was enough evidence to reopen a probe into a multi-billion dollar scandal at a state fund, as his predecessor Najib Razak was slapped with a ban on leaving the country.",ObjectId(5af71c3d8bbcfc7f4b889695),,,,
9,Merkel Says U.S. Exit From Iran Accord Has Increased Tensions,bloomberg,German Chancellor Angela Merkel said Donald Trump???s decision to withdraw from the Iran nuclear deal has increased tensions in the Middle East.,ObjectId(5af71c3e8bbcfc7f4b889699),,,,
9,Canada Sheds Jobs Even as Wages Rise at Fastest Pace Since 2012,bloomberg,"Canada failed to generate any new jobs in April, but the unemployment rate stayed at the lowest in four decades and wages accelerated to signal a tight labor market.",ObjectId(5af71c3f8bbcfc7f4b88969c),,,,
3,Marc Anthony Cosmetics Hires Advisers for Canadian IPO,bloomberg,"Marc Anthony Cosmetics, founded by its namesake celebrity hair stylist more than two decades ago, has hired advisers to run an initial public offering aimed at raising as much as C$250 million ($196 million), according to people familiar with the matter.",ObjectId(5af71c408bbcfc7f4b88969f),,,,
9,Canada???s Last Farm Commodity Exchange Is Shutting Down,bloomberg,Canada???s oldest -- and only -- agricultural commodity exchange is closing its doors.,ObjectId(5af71c418bbcfc7f4b8896a2),,,,
8,Graduates: Here???s an Honor Code for Life,bloomberg,"Amid a national epidemic of dishonesty, acting with integrity is more important than ever.",ObjectId(5af71c438bbcfc7f4b8896a6),,,,
2,"Ritholtz???s Reads: Flat Earthers, Fake Wine and UFOs",bloomberg,Here are your long-form weekend reads.,ObjectId(5af71c448bbcfc7f4b8896aa),,,,
5,How Michael Cohen went from the butt of a joke on CNN to 'crushing it' after Trump's shocking win,business-insider,"President Donald Trump's longtime lawyer Michael Cohen was iced out of any job in the president's administration following his surprise win in 2016. So, Cohen q",ObjectId(5af71c458bbcfc7f4b8896ae),,,,
4,"Elon Musk's fame used to be a huge advantage for Tesla ??"" but now it's becoming a problem",business-insider,Tesla CEO Elon Musk is a rare thing in the car business: a celebrity and a leader. His celebrity has definitely helped fuel Tesla's rise. But of late it's begun,ObjectId(5af71c468bbcfc7f4b8896b3),,,,
4,Rudy Giuliani walks back explosive claim that Trump intervened in the Time Warner-AT&T merger,business-insider,"Rudy Giuliani, President Donald Trump's lead defense attorney, on Saturday walked back his earlier admission to HuffPost that Trump intervened in the Time Warne",ObjectId(5af71c478bbcfc7f4b8896b7),,,,
5,Here's why you shouldn't assume Trump is guilty if he takes the Fifth,business-insider,"Business Insider's Josh Barro and criminal defense attorney Ken White discuss the rationale for the Fifth Amendment right against self-incrimination, and why yo",ObjectId(5af71c488bbcfc7f4b8896bb),,,,
3,"An inside look at how Wall Street???s best stock picker fine-tunes his team to perfection ??"" from personality tests to reading networks",business-insider,"BI PRIME: Dennis Lynch, head of growth investing at Morgan Stanley Investment Management, was the top large-cap portfolio manager of 2017, and his funds have be",ObjectId(5af71c4a8bbcfc7f4b8896be),,,,
4,A Nobel Prize-winning economist explains what Milton Friedman got wrong,business-insider,"In this interview, Oliver Hart discusses his most recent paper ""Companies Should Maximize Shareholder Welfare Not Market Value.""? Hart says that? profit maximizat",ObjectId(5af71c4b8bbcfc7f4b8896c1),,,,
4,Rudy Giuliani appears to suggest Trump personally tried to kill the AT&T-Time Warner merger,business-insider,It was not clear whether Rudy Giuliani was saying emphatically that Trump personally stepped in to kill the deal. The telecom giant and the government have been,ObjectId(5af71c4c8bbcfc7f4b8896c5),,,,
4,Leaked memo reveals Whole Foods is slowly moving its most important technology into Amazon's cloud,business-insider,"It's been nine months since Amazon closed on its deal to acquire Whole Foods and, as you might expect, the grocery chain is working on moving its information te",ObjectId(5af71c4d8bbcfc7f4b8896c8),,,,
4,Toys R Us execs are leaving the company before all of its stores close in a 'very unusual' move,business-insider,Toys R Us executives and most of its employees are leaving their jobs on Monday as the retailer holds clearance sales at its still-open stores. Toys R Us filed,ObjectId(5af71c4f8bbcfc7f4b8896ce),,,,
1,Meghan Markle's Outfits Are Being Recreated By A Size 12 Blogger,buzzfeed,Here's how we can look like Meghan Markle without being Meghan Markle.,ObjectId(5af71c508bbcfc7f4b8896d3),,,,
2,26 Hilarious Tweets Written By Women This Week,buzzfeed,"""Diets are all fun and games until it???s time to eat.""",ObjectId(5af71c518bbcfc7f4b8896d7),,,,
2,People Are Loving The Way Rihanna Responded To A Reporter's Question About The Royal Wedding,buzzfeed,"""You think you're coming to my wedding?""",ObjectId(5af71c538bbcfc7f4b8896db),,,,
2,We Can Guess How You???d Spend A Day In Ottawa Based On The Pic You???d Post,buzzfeed,Not that you'd post just one.,ObjectId(5af71c558bbcfc7f4b8896e0),,,,
2,Buy 10 Ridiculously Priced Items And We'll Reveal Which Royal Baby You Are,buzzfeed,True royalty!,ObjectId(5af71c568bbcfc7f4b8896e3),,,,
2,17 Hilarious Tweets About Dating That'll Make You Cry-Laugh,buzzfeed,"""Single for so long that you start taking ya own self on dates.""",ObjectId(5af71c578bbcfc7f4b8896e7),,,,
9,Watch: This Syrian Man Has Been Stranded Inside An Airport For Over Two Months,buzzfeed,"Unable to go home to Syria or any other country, he has been living inside the transit zone and documenting his experience on Twitter.",ObjectId(5af71c588bbcfc7f4b8896eb),,,,
2,Moms Get Real About Motherhood Stereotypes,buzzfeed,"This Mother???s Day, celebrate moms for who they are. Find millions of gifts as unique as your mom on www.amazon.ca.",ObjectId(5af71c598bbcfc7f4b8896ee),,,,
2,What % Introverted Are You Based On The Food You Pick?,buzzfeed,You are what you eat!,ObjectId(5af71c5a8bbcfc7f4b8896f3),,,,
8,"Gasoline prices could see summer spike, with prices at 4-year highs and record demand",cnbc,"Already at four-year highs, gasoline could be be especially vulnerable to price spikes this summer, with demand at record highs and refineries running full throttle.",ObjectId(5af71c5c8bbcfc7f4b8896f7),,,,
4,Tesla's latest competition in making efficient truck to crisscross country: Big Oil,cnbc,"Tesla and Shell are both chasing the same problem in trucks: transportation emissions. Although the need for power makes fuel-efficient trucks a challenge, electric batteries and design improvements offer solutions.",ObjectId(5af71c5d8bbcfc7f4b8896fb),,,,
9,"North Korea vows to dismantle nuclear test site within weeks, invites world press to watch",cnbc,North Korea has scheduled the dismantlement of its nuclear test site for sometime between May 23 and 25 depending on weather conditions.,ObjectId(5af71c5f8bbcfc7f4b889701),,,,
8,"Years of budget cuts shrink the IRS, and corporations are the big winners",cnbc,"After years of budget cuts, the IRS is leaner, but not meaner.",ObjectId(5af71c618bbcfc7f4b889707),,,,
3,Apple made more profit in three-months than Amazon has generated during its lifetime,cnbc,Apple is vastly more profitable than Amazon.,ObjectId(5af71c638bbcfc7f4b88970b),,,,
7,How to stop Google from tracking everything you do online,cnbc,Google launched new tools that make it much easier to stop it from tracking everything you do online. Here's how to use them.,ObjectId(5af71c648bbcfc7f4b88970f),,,,
7,"Blockchain will help ???drive this next industrial revolution,??? Wall Street bull predicts",cnbc,Federated Investors??? Steve Chiavarone believes blockchain will ultimately play a major role in economic growth.,ObjectId(5af71c658bbcfc7f4b889714),,,,
7,This 'old-fashioned' identity theft is just as dangerous as the cyber kind,cnbc,"If your identity theft worries are limited to hacking and phishing, you're only looking at half the picture. Many cases stem from ""non-digital"" problems like stolen mail, lost wallets and misuse from family and company insiders.",ObjectId(5af71c668bbcfc7f4b889718),,,,
5,"Rudy Giuliani, America's mayor, has jumped the shark",cnn,"The former New York mayor appears to have become a supplicant, desperately desirous of remaining in good favor with Donald Trump, James A. Gagliano says.",ObjectId(5af71c698bbcfc7f4b88971f),,,,
9,North Korea details plans to dismantle nuclear test site this month,cnn,"North Korea outlined steps Saturday to dismantle its nuclear testing site -- and confirmed that international journalists, including from the United States and the United Kingdom, would be invited to watch this month as its tunnels are blown up.",ObjectId(5af71c6c8bbcfc7f4b889725),,,,
5,"Trump claims he saved almost $999,800,000 on US embassy in Jerusalem",cnn,"President Donald Trump spent roughly 10 minutes of an hourlong speech Thursday night in Indiana telling the story of how he saved nearly $999,800,000 on controversial plans to move the US Embassy in Israel from Tel Aviv to Jerusalem -- a claim he has made before in the months leading up to the facility's opening on Monday.",ObjectId(5af71c6e8bbcfc7f4b88972c),,,,
9,US policy shifts on Mideast increase tensions in a region on edge,cnn,"Days after President Donald Trump pulled out of the Iran nuclear deal, tensions in the Middle East have spiked sharply, raising concerns that the pending US Embassy move to Jerusalem will further ratchet up conflict with unpredictable outcomes for the Middle East.",ObjectId(5af71c6f8bbcfc7f4b889730),,,,
9,Iran leader trolls Trump with 'Fire & Fury' book - CNN Video,cnn,"Iran's head of state appears to take a shot at President Trump by posting a photo of himself reading ""Fire & Fury,"" a tell-all book about the environment in the Trump White House.",ObjectId(5af71c718bbcfc7f4b889734),,,,
